checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job
A,6,repaid,car_new,14896,A,A,1,single_male,none,4,unknown_none,68,bank,own,1,2,1,yes,yes,mangement_self_employed
A,24,repaid,furniture,2359,C,unemployed,1,divorced_male,none,1,building_society_savings,33,none,own,1,2,1,none,yes,skilled_employee
A,24,repaid,furniture,3345,A,A,4,single_male,none,2,building_society_savings,39,none,rent,1,2,1,yes,yes,mangement_self_employed
unknown,18,critical,furniture,1817,A,C,4,female,none,2,unknown_none,28,none,own,2,1,1,none,yes,skilled_employee
unknown,48,delayed,radio_tv,12749,D,D,4,single_male,none,1,other,37,none,own,1,1,1,yes,yes,mangement_self_employed
A,9,repaid,radio_tv,1366,A,B,3,female,none,4,building_society_savings,22,none,rent,1,2,1,none,yes,skilled_employee
C,12,repaid,car_new,2002,A,D,3,single_male,none,4,building_society_savings,30,none,rent,1,1,2,yes,yes,skilled_employee
A,24,fully repaid this bank,furniture,6872,A,B,2,divorced_male,none,1,building_society_savings,55,bank,own,1,2,1,yes,yes,skilled_employee
A,12,fully repaid this bank,car_new,697,A,B,4,single_male,none,2,other,46,bank,own,2,2,1,yes,yes,skilled_employee
A,18,critical,furniture,1049,A,B,4,female,none,4,building_society_savings,21,none,rent,1,1,1,none,yes,skilled_employee
A,48,repaid,car_used,10297,A,D,4,single_male,none,4,unknown_none,39,stores,for_free,3,2,2,yes,yes,skilled_employee
unknown,30,repaid,radio_tv,1867,unknown,A,4,single_male,none,4,other,58,none,own,1,1,1,yes,yes,skilled_employee
A,12,delayed,car_new,1344,A,C,4,single_male,none,2,real_estate,43,none,own,2,1,2,none,yes,unskilled_resident
A,24,repaid,furniture,1747,A,B,4,single_male,co-applicant,1,building_society_savings,24,none,own,1,1,1,none,no,unskilled_resident
C,9,repaid,radio_tv,1670,A,B,4,female,none,2,other,22,none,own,1,2,1,yes,yes,skilled_employee
unknown,9,critical,car_new,1224,A,C,3,single_male,none,1,real_estate,30,none,own,2,1,1,none,yes,skilled_employee
unknown,12,critical,radio_tv,522,D,A,4,single_male,none,4,building_society_savings,42,none,own,2,1,2,yes,yes,skilled_employee
A,12,repaid,radio_tv,1498,A,C,4,female,none,1,other,23,bank,own,1,1,1,none,yes,skilled_employee
C,30,delayed,radio_tv,1919,C,B,4,single_male,none,3,unknown_none,30,stores,own,2,2,1,none,yes,mangement_self_employed
B,9,repaid,radio_tv,745,A,C,3,female,none,2,real_estate,28,none,own,1,2,1,none,yes,unskilled_resident
C,6,repaid,radio_tv,2063,A,B,4,married_male,none,3,other,30,none,rent,1,1,1,yes,yes,mangement_self_employed
C,60,repaid,education,6288,A,C,4,single_male,none,4,unknown_none,42,none,for_free,1,2,1,none,yes,skilled_employee
unknown,24,critical,car_used,6842,unknown,C,2,single_male,none,4,building_society_savings,46,none,own,2,1,2,yes,yes,mangement_self_employed
unknown,12,repaid,car_new,3527,unknown,B,2,single_male,none,3,building_society_savings,45,none,own,1,1,2,yes,yes,mangement_self_employed
unknown,10,repaid,car_new,1546,A,C,3,single_male,none,2,real_estate,31,none,own,1,1,2,none,no,unskilled_resident
unknown,24,repaid,furniture,929,unknown,D,4,single_male,none,2,other,31,stores,own,1,1,1,yes,yes,skilled_employee
unknown,4,critical,car_new,1455,A,D,2,single_male,none,1,real_estate,42,none,own,3,1,2,none,yes,unskilled_resident
A,15,repaid,furniture,1845,A,B,4,female,guarantor,1,building_society_savings,46,none,rent,1,1,1,none,yes,skilled_employee
C,48,fully repaid,car_new,8358,D,B,1,female,none,1,other,30,none,own,2,1,1,none,yes,skilled_employee
A,24,fully repaid this bank,furniture,3349,D,B,4,single_male,none,4,unknown_none,30,none,for_free,1,2,2,yes,yes,skilled_employee
unknown,12,repaid,car_new,2859,unknown,unemployed,4,single_male,none,4,unknown_none,38,none,own,1,1,1,yes,yes,mangement_self_employed
unknown,18,repaid,furniture,1533,A,B,4,married_male,co-applicant,1,building_society_savings,43,none,own,1,2,2,none,yes,unskilled_resident
unknown,24,repaid,radio_tv,3621,C,A,2,single_male,none,4,other,31,none,own,2,2,1,none,yes,skilled_employee
C,18,critical,business,3590,A,unemployed,3,married_male,none,3,other,40,none,own,3,1,2,yes,yes,unemployed_non_resident
A,36,delayed,business,2145,A,D,2,single_male,none,1,other,24,none,own,2,2,1,yes,yes,skilled_employee
C,24,repaid,car_used,4113,D,B,3,female,none,4,other,28,none,rent,1,2,1,none,yes,skilled_employee
unknown,36,repaid,furniture,10974,A,unemployed,4,female,none,2,other,26,none,own,2,2,1,yes,yes,mangement_self_employed
A,12,repaid,car_new,1893,A,C,4,female,guarantor,4,building_society_savings,29,none,own,1,1,1,yes,yes,skilled_employee
A,24,critical,radio_tv,1231,B,A,4,female,none,4,building_society_savings,57,none,rent,2,1,1,yes,yes,mangement_self_employed
B,30,critical,radio_tv,3656,unknown,A,4,single_male,none,4,building_society_savings,49,stores,own,2,1,1,none,yes,unskilled_resident
C,9,critical,radio_tv,1154,A,A,2,single_male,none,4,real_estate,37,none,own,3,1,1,none,yes,unskilled_resident
A,28,repaid,car_new,4006,A,C,3,single_male,none,2,other,45,none,own,1,2,1,none,yes,unskilled_resident
C,24,repaid,furniture,3069,C,A,4,single_male,none,4,unknown_none,30,none,for_free,1,1,1,none,yes,skilled_employee
unknown,6,critical,radio_tv,1740,A,A,2,married_male,none,2,real_estate,30,none,rent,2,1,1,none,yes,skilled_employee
C,21,delayed,car_new,2353,A,C,1,divorced_male,none,4,building_society_savings,47,none,own,2,1,1,none,yes,skilled_employee
unknown,15,repaid,car_new,3556,unknown,C,3,single_male,none,2,unknown_none,29,none,own,1,1,1,none,yes,skilled_employee
unknown,24,repaid,radio_tv,2397,D,A,3,single_male,none,2,other,35,bank,own,2,2,1,yes,yes,skilled_employee
C,6,repaid,repairs,454,A,B,3,married_male,none,1,building_society_savings,22,none,own,1,1,1,none,yes,unskilled_resident
C,30,repaid,radio_tv,1715,unknown,C,4,female,none,1,other,26,none,own,1,1,1,none,yes,skilled_employee
C,27,critical,radio_tv,2520,D,C,4,single_male,none,2,building_society_savings,23,none,own,2,2,1,none,yes,unskilled_resident
unknown,15,repaid,radio_tv,3568,A,A,4,female,none,2,other,54,bank,rent,1,1,1,yes,yes,mangement_self_employed
unknown,42,repaid,radio_tv,7166,unknown,D,2,married_male,none,4,building_society_savings,29,none,rent,1,1,1,yes,yes,skilled_employee
A,11,critical,car_new,3939,A,C,1,single_male,none,2,real_estate,40,none,own,2,1,2,none,yes,unskilled_resident
C,15,repaid,repairs,1514,C,C,4,single_male,guarantor,2,real_estate,22,none,own,1,1,1,none,yes,skilled_employee
unknown,24,repaid,car_new,7393,A,C,1,single_male,none,4,building_society_savings,43,none,own,1,1,2,none,yes,unskilled_resident
A,24,fully repaid this bank,car_new,1193,A,unemployed,1,female,co-applicant,4,unknown_none,29,none,rent,2,2,1,none,yes,unemployed_non_resident
A,60,repaid,business,7297,A,A,4,single_male,co-applicant,4,unknown_none,36,none,rent,1,2,1,none,yes,skilled_employee
unknown,30,critical,radio_tv,2831,A,C,4,female,none,2,other,33,none,own,1,1,1,yes,yes,skilled_employee
B,24,repaid,radio_tv,1258,D,C,3,female,none,3,other,57,none,own,1,1,1,none,yes,unskilled_resident
C,6,repaid,radio_tv,753,A,C,2,female,guarantor,3,real_estate,64,none,own,1,1,1,none,yes,skilled_employee
C,18,delayed,business,2427,unknown,A,4,single_male,none,2,building_society_savings,42,none,own,2,1,1,none,yes,skilled_employee
unknown,24,delayed,car_new,2538,A,A,4,single_male,none,4,other,47,none,own,2,2,2,none,yes,unskilled_resident
C,15,fully repaid this bank,car_new,1264,C,C,2,married_male,none,2,building_society_savings,25,none,rent,1,2,1,none,yes,skilled_employee
C,30,critical,furniture,8386,A,D,2,single_male,none,2,building_society_savings,49,none,own,1,2,1,none,yes,skilled_employee
unknown,48,repaid,business,4844,A,unemployed,3,single_male,none,2,other,33,bank,rent,1,2,1,yes,yes,mangement_self_employed
B,21,repaid,car_new,2923,C,C,1,female,none,1,other,28,bank,own,1,1,1,yes,yes,mangement_self_employed
A,36,repaid,car_used,8229,A,C,2,single_male,none,2,building_society_savings,26,none,own,1,2,2,none,yes,skilled_employee
unknown,24,critical,furniture,2028,A,D,2,single_male,none,2,building_society_savings,30,none,own,2,1,1,none,yes,unskilled_resident
A,15,critical,furniture,1433,A,C,4,female,none,3,building_society_savings,25,none,rent,2,1,1,none,yes,skilled_employee
B,42,fully repaid,business,6289,A,B,2,divorced_male,none,1,building_society_savings,33,none,own,2,1,1,none,yes,skilled_employee
unknown,13,repaid,radio_tv,1409,C,unemployed,2,female,none,4,real_estate,64,none,own,1,1,1,none,yes,skilled_employee
A,24,repaid,car_used,6579,A,unemployed,4,single_male,none,2,unknown_none,29,none,for_free,1,1,1,yes,yes,mangement_self_employed
C,24,critical,radio_tv,1743,A,A,4,single_male,none,2,building_society_savings,48,none,own,2,1,1,none,yes,unskilled_resident
unknown,12,critical,education,3565,unknown,B,2,single_male,none,1,building_society_savings,37,none,own,2,1,2,none,yes,unskilled_resident
unknown,15,fully repaid this bank,radio_tv,1569,C,A,4,single_male,none,4,other,34,bank,own,1,1,2,none,yes,unskilled_resident
A,18,repaid,radio_tv,1936,unknown,D,2,married_male,none,4,other,23,none,rent,2,1,1,none,yes,unskilled_resident
A,36,repaid,furniture,3959,A,unemployed,4,single_male,none,3,building_society_savings,30,none,own,1,1,1,yes,yes,mangement_self_employed
unknown,12,repaid,car_new,2390,unknown,A,4,single_male,none,3,other,50,none,own,1,1,1,yes,yes,skilled_employee
unknown,12,repaid,furniture,1736,A,D,3,female,none,4,real_estate,31,none,own,1,1,1,none,yes,unskilled_resident
A,30,repaid,car_used,3857,A,C,4,divorced_male,none,4,building_society_savings,40,none,own,1,1,1,yes,yes,mangement_self_employed
unknown,12,repaid,radio_tv,804,A,A,4,single_male,none,4,other,38,none,own,1,1,1,none,yes,skilled_employee
A,45,repaid,radio_tv,1845,A,C,4,single_male,none,4,unknown_none,23,none,for_free,1,2,1,yes,yes,skilled_employee
C,45,critical,car_used,4576,C,unemployed,3,single_male,none,4,other,27,none,own,1,1,1,none,yes,skilled_employee
